<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 꺼내다; 내다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to take out; put out</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを場所(ばしょ)から出(だ)す</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>出(だ)す</div><div style='font-size:18px;opacity:.7;text-align:center'>だす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを場所(ばしょ)から出(だ)す</div><div style='margin-top:14px;font-size:21px'>鞄(かばん)から本(ほん)を出(だ)す。</div><div style='opacity:.7'>🇰🇷 가방에서 책을 꺼내다.</div></div>	JLPT_N3_4M mechanics_verb pair_exit godan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 나가다; 나오다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to leave; come out</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> 場所(ばしょ)を／から出(で)る</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>出(で)る</div><div style='font-size:18px;opacity:.7;text-align:center'>でる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> 場所(ばしょ)を／から出(で)る</div><div style='margin-top:14px;font-size:21px'>家(いえ)を出(で)る。</div><div style='opacity:.7'>🇰🇷 집을 나가다.</div></div>	JLPT_N3_4M mechanics_verb pair_exit ichidan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 켜다; 붙이다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to turn on; attach</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nをつける</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>つける</div><div style='font-size:18px;opacity:.7;text-align:center'>つける</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nをつける</div><div style='margin-top:14px;font-size:21px'>テレビをつける。</div><div style='opacity:.7'>🇰🇷 텔레비전을 켜다.</div></div>	JLPT_N3_4M mechanics_verb pair_switch ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 켜지다; 붙다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to turn on; become attached</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nがつく</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>つく</div><div style='font-size:18px;opacity:.7;text-align:center'>つく</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nがつく</div><div style='margin-top:14px;font-size:21px'>電気(でんき)がつく。</div><div style='opacity:.7'>🇰🇷 불이 켜진다.</div></div>	JLPT_N3_4M mechanics_verb pair_switch godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 끄다; 지우다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to turn off; erase</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを消(け)す</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>消(け)す</div><div style='font-size:18px;opacity:.7;text-align:center'>けす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを消(け)す</div><div style='margin-top:14px;font-size:21px'>電気(でんき)を消(け)す。</div><div style='opacity:.7'>🇰🇷 불을 끄다.</div></div>	JLPT_N3_4M mechanics_verb pair_disappear godan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 꺼지다; 사라지다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to go out; disappear</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが消(き)える</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>消(き)える</div><div style='font-size:18px;opacity:.7;text-align:center'>きえる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが消(き)える</div><div style='margin-top:14px;font-size:21px'>電気(でんき)が消(き)える。</div><div style='opacity:.7'>🇰🇷 불이 꺼진다.</div></div>	JLPT_N3_4M mechanics_verb pair_disappear ichidan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 떨어뜨리다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to drop something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを落(お)とす</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>落(お)とす</div><div style='font-size:18px;opacity:.7;text-align:center'>おとす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを落(お)とす</div><div style='margin-top:14px;font-size:21px'>鍵(かぎ)を落(お)とす。</div><div style='opacity:.7'>🇰🇷 열쇠를 떨어뜨리다.</div></div>	JLPT_N3_4M mechanics_verb pair_fall godan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 떨어지다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to fall; drop</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが落(お)ちる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>落(お)ちる</div><div style='font-size:18px;opacity:.7;text-align:center'>おちる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが落(お)ちる</div><div style='margin-top:14px;font-size:21px'>葉(は)が落(お)ちる。</div><div style='opacity:.7'>🇰🇷 잎이 떨어진다.</div></div>	JLPT_N3_4M mechanics_verb pair_fall ichidan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 올리다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to raise; increase something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを上(あ)げる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>上(あ)げる</div><div style='font-size:18px;opacity:.7;text-align:center'>あげる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを上(あ)げる</div><div style='margin-top:14px;font-size:21px'>値段(ねだん)を上(あ)げる。</div><div style='opacity:.7'>🇰🇷 가격을 올리다.</div></div>	JLPT_N3_4M mechanics_verb pair_raise ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 오르다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to rise; go up</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが上(あ)がる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>上(あ)がる</div><div style='font-size:18px;opacity:.7;text-align:center'>あがる</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが上(あ)がる</div><div style='margin-top:14px;font-size:21px'>値段(ねだん)が上(あ)がる。</div><div style='opacity:.7'>🇰🇷 가격이 오르다.</div></div>	JLPT_N3_4M mechanics_verb pair_raise godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 내리다; 낮추다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to lower; reduce something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを下(さ)げる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>下(さ)げる</div><div style='font-size:18px;opacity:.7;text-align:center'>さげる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを下(さ)げる</div><div style='margin-top:14px;font-size:21px'>温度(おんど)を下(さ)げる。</div><div style='opacity:.7'>🇰🇷 온도를 낮추다.</div></div>	JLPT_N3_4M mechanics_verb pair_lower ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 내려가다; 낮아지다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to fall; go down</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが下(さ)がる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>下(さ)がる</div><div style='font-size:18px;opacity:.7;text-align:center'>さがる</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが下(さ)がる</div><div style='margin-top:14px;font-size:21px'>温度(おんど)が下(さ)がる。</div><div style='opacity:.7'>🇰🇷 온도가 내려간다.</div></div>	JLPT_N3_4M mechanics_verb pair_lower godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 바꾸다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to change something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを変(か)える</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>変(か)える</div><div style='font-size:18px;opacity:.7;text-align:center'>かえる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを変(か)える</div><div style='margin-top:14px;font-size:21px'>予定(よてい)を変(か)える。</div><div style='opacity:.7'>🇰🇷 일정을 바꾸다.</div></div>	JLPT_N3_4M mechanics_verb pair_change ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 바뀌다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to change; become different</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが変(か)わる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>変(か)わる</div><div style='font-size:18px;opacity:.7;text-align:center'>かわる</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが変(か)わる</div><div style='margin-top:14px;font-size:21px'>予定(よてい)が変(か)わる。</div><div style='opacity:.7'>🇰🇷 일정이 바뀐다.</div></div>	JLPT_N3_4M mechanics_verb pair_change godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 정하다; 결정하다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to decide something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを決(き)める</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>決(き)める</div><div style='font-size:18px;opacity:.7;text-align:center'>きめる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを決(き)める</div><div style='margin-top:14px;font-size:21px'>日程(にってい)を決(き)める。</div><div style='opacity:.7'>🇰🇷 일정을 정하다.</div></div>	JLPT_N3_4M mechanics_verb pair_decide ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 정해지다; 결정되다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to be decided</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが決(き)まる</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>決(き)まる</div><div style='font-size:18px;opacity:.7;text-align:center'>きまる</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが決(き)まる</div><div style='margin-top:14px;font-size:21px'>日程(にってい)が決(き)まる。</div><div style='opacity:.7'>🇰🇷 일정이 정해진다.</div></div>	JLPT_N3_4M mechanics_verb pair_decide godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 계속하다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to continue something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを／Vます-stem＋続(つづ)ける</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>続(つづ)ける</div><div style='font-size:18px;opacity:.7;text-align:center'>つづける</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを／Vます-stem＋続(つづ)ける</div><div style='margin-top:14px;font-size:21px'>勉強(べんきょう)を続(つづ)ける。</div><div style='opacity:.7'>🇰🇷 공부를 계속하다.</div></div>	JLPT_N3_4M mechanics_verb pair_continue ichidan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 계속되다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to continue; last</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが続(つづ)く</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>続(つづ)く</div><div style='font-size:18px;opacity:.7;text-align:center'>つづく</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが続(つづ)く</div><div style='margin-top:14px;font-size:21px'>雨(あめ)が三日(みっか)も続(つづ)く。</div><div style='opacity:.7'>🇰🇷 비가 사흘이나 계속된다.</div></div>	JLPT_N3_4M mechanics_verb pair_continue godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 늘리다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to increase something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを増(ふ)やす</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>増(ふ)やす</div><div style='font-size:18px;opacity:.7;text-align:center'>ふやす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを増(ふ)やす</div><div style='margin-top:14px;font-size:21px'>語彙(ごい)を増(ふ)やす。</div><div style='opacity:.7'>🇰🇷 어휘를 늘리다.</div></div>	JLPT_N3_4M mechanics_verb pair_increase godan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 늘다; 증가하다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to increase; grow</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが増(ふ)える</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>増(ふ)える</div><div style='font-size:18px;opacity:.7;text-align:center'>ふえる</div><div style='margin-top:14px'><b>一段(いちだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが増(ふ)える</div><div style='margin-top:14px;font-size:21px'>仕事(しごと)が増(ふ)える。</div><div style='opacity:.7'>🇰🇷 일이 늘어난다.</div></div>	JLPT_N3_4M mechanics_verb pair_increase ichidan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 줄이다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to reduce something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを減(へ)らす</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>減(へ)らす</div><div style='font-size:18px;opacity:.7;text-align:center'>へらす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを減(へ)らす</div><div style='margin-top:14px;font-size:21px'>無駄(むだ)を減(へ)らす。</div><div style='opacity:.7'>🇰🇷 낭비를 줄이다.</div></div>	JLPT_N3_4M mechanics_verb pair_decrease godan transitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 줄다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to decrease; diminish</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nが減(へ)る</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>減(へ)る</div><div style='font-size:18px;opacity:.7;text-align:center'>へる</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 自動詞(じどうし)</div><div><b>Frame:</b> Nが減(へ)る</div><div style='margin-top:14px;font-size:21px'>人口(じんこう)が減(へ)る。</div><div style='opacity:.7'>🇰🇷 인구가 줄어든다.</div></div>	JLPT_N3_4M mechanics_verb pair_decrease godan intransitive production
<div style='font-family:sans-serif;line-height:1.55;text-align:center'><div style='font-size:28px;font-weight:700'>🇰🇷 부수다; 망가뜨리다</div><div style='font-size:18px;opacity:.75;margin-top:8px'>🇬🇧 to break something</div><div style='margin-top:18px;padding:10px;border:1px solid #aaa;border-radius:10px'><b>Frame:</b> Nを壊(こわ)す</div></div>	<div style='font-family:sans-serif;line-height:1.55'><div style='font-size:36px;font-weight:700;text-align:center'>壊(こわ)す</div><div style='font-size:18px;opacity:.7;text-align:center'>こわす</div><div style='margin-top:14px'><b>五段(ごだん)</b> · 他動詞(たどうし)</div><div><b>Frame:</b> Nを壊(こわ)す</div><div style='margin-top:14px;font-size:21px'>機械(きかい)を壊(こわ)す。</div><div style='opacity:.7'>🇰🇷 기계를 망가뜨리다.</div></div>	JLPT_N3_4M mechanics_verb pair_break godan transitive production
